,case_id,median,mean,sd,mn,mx,percentile_99_5,percentile_00_5
289,s1128_0000,-184.0,-453.7993101327743,495.70734577910395,-1479,3662,946.0,-1039.0
290,s0354_0000,-894.0,-584.0722975711946,483.5664139957661,-1149,3496,520.0,-1033.0
291,s0539_0000,-22.0,-328.75559865147943,624.297000043096,-1466,3565,1439.6049999999814,-1026.0
292,s0552_0000,-661.0,-471.30487606297794,518.5570423812675,-1366,3051,828.0,-1029.0
293,s0839_0000,-31.0,-201.25386049405958,485.084940883298,-1038,1605,832.0,-904.0
294,s0217_0000,-970.0,-567.8407593295733,534.7715351317011,-1431,3304,1112.5200000000186,-1032.0
295,s0783_0000,-979.0,-687.0787193954028,476.2337498916943,-1358,2893,868.0,-1026.0
296,s0773_0000,-143.0,-435.85427622823363,494.29475777302497,-1472,3346,577.0,-1025.0
297,s0503_0000,-924.0,-548.4797206189467,546.8368475849976,-1405,3308,1504.0,-1040.0
298,s0574_0000,-665.0,-469.9872549264146,510.7991427913603,-1049,2480,726.0,-1024.0
299,s1281_0000,-862.0,-578.0506812039304,488.4335469428891,-1058,3193,621.0,-1023.0
300,s1151_0000,-967.0,-654.4256028758673,493.64824247212044,-1049,2861,701.0,-1023.0
301,s0629_0000,-990.0,-641.0256038745083,497.8988332292063,-1382,3302,524.0,-1025.0
302,s0405_0000,-722.0,-454.0789078554723,529.3667588209026,-1597,3737,971.0,-1035.0
303,s0446_0000,-931.0,-569.1645983687121,502.3193065627614,-1209,3219,595.0,-1022.0
304,s1060_0000,-891.0,-564.4836743041566,480.1299559377682,-1047,3147,458.0,-1019.0
305,s1368_0000,-560.0,-475.9485073045429,505.0927238402544,-1083,3322,678.0,-1023.0
306,s0636_0000,-919.0,-583.6921569345875,484.5202736764537,-1283,3386,667.0,-1024.0
307,s0795_0000,-661.0,-665.880208468871,1291.2814506077032,-9136,6135,603.0,-8192.0
308,s0707_0000,-874.0,-525.6205401663575,485.0956106594229,-1161,3409,409.0,-1024.0
309,s0001_0000,-111.0,-322.8429447487282,434.9093200404086,-1327,2462,626.0,-1024.0
310,s1343_0000,-926.0,-563.6751403320861,510.6402529536314,-1105,3730,634.0,-1023.0
311,s0739_0000,-878.0,-515.5643396476877,496.48986881132817,-1198,1446,579.0,-1024.0
312,s0787_0000,-766.0,-488.1376942032441,505.130321638529,-1344,3322,784.0,-1026.0
313,s0279_0000,-765.0,-512.7551157304171,507.26909271207194,-1164,2744,648.0,-1044.0
314,s0474_0000,-543.0,-388.41075819425356,674.9889836174866,-1042,3097,1929.0,-1024.0
315,s1153_0000,-936.0,-576.0984549944202,483.37145785834724,-1081,1672,460.0,-1023.0
316,s1264_0000,-918.0,-616.6684504784228,470.5716939440026,-1249,3508,393.0,-1024.0
317,s0329_0000,-990.0,-640.2216115026459,478.2592663975336,-1415,1735,479.0,-1024.0
318,s0516_0000,-915.0,-565.4238827341055,487.27813569111754,-1042,1539,502.0,-1024.0
319,s0122_0000,-7.0,-152.49691655975272,458.2407406127856,-1097,1818,1133.0,-1024.0
320,s0683_0000,-992.0,-642.9647665867788,484.2038800136495,-1228,2204,498.0,-1024.0
321,s0973_0000,-111.0,-334.9138609926659,496.2607060855858,-2285,7569,985.0,-1175.0
322,s0662_0000,-880.0,-532.6103743708046,503.5557925949504,-1175,3111,638.0,-1024.0
323,s1073_0000,-309.0,-450.0159929606518,487.122265920617,-1067,3337,504.0,-1024.0
324,s0252_0000,-125.0,-402.6072743445511,502.15437081272063,-1252,1977,604.0,-1023.0
325,s1230_0000,-134.0,-450.6820756017676,522.2568396517133,-1686,3555,917.0,-1024.0
326,s1295_0000,-110.0,-362.444202882503,492.1366116815347,-1269,2070,1041.0,-1024.0
327,s0884_0000,-910.0,-547.8219610893,492.32642014557536,-1202,2539,548.0,-1024.0
328,s0979_0000,-985.0,-588.7883103793552,495.69098846784624,-1174,1728,501.0,-1024.0
329,s0679_0000,6.0,8.18904068125252,251.3335003014768,-1114,1890,913.0,-1022.0
330,s0584_0000,-110.0,-415.03647687142353,481.7000590271074,-1081,1502,682.0,-1024.0
331,s1089_0000,-928.0,-592.6157019968284,500.8755097127618,-1615,4122,696.0,-1041.0
332,s1215_0000,-989.0,-866.3415542049254,363.15652599745033,-1388,2346,1258.0,-1027.0
333,s0436_0000,-98.0,-379.83353340133374,473.36453479691033,-1257,2417,465.0,-1024.0
334,s1332_0000,-950.0,-611.8510900723893,511.4837397589308,-1667,3479,780.0,-1026.0
335,s0417_0000,-973.0,-479.2824820510525,643.664404054126,-1306,3472,2040.0,-1024.0
336,s0960_0000,-956.0,-655.5531681551586,537.3327257659317,-1419,3477,1838.0,-1044.0
337,s0138_0000,-794.0,-512.1229417907086,489.92781497767965,-1569,3492,523.0,-1028.0
338,s1037_0000,-113.0,-411.4007773879142,472.88651352439916,-1106,1503,426.0,-1024.0
339,s0050_0000,-119.0,-426.5550122200369,498.3053259356875,-1216,3214,677.0,-1023.0
340,s0511_0000,-951.0,-671.1527173147929,461.6439459658994,-1382,3601,685.0,-1024.0
341,s0072_0000,-958.0,-631.067060386516,477.6497121405371,-1103,3158,457.0,-1024.0
342,s0953_0000,-983.0,-746.5901281684689,445.3182703389072,-1073,3032,805.0,-1024.0
343,s1079_0000,-782.0,-491.8955319484334,505.2104046143742,-1049,2782,703.0,-1022.0
344,s0321_0000,-139.0,-369.0999013166347,450.138315769279,-1192,2342,600.0,-1030.0
345,s0091_0000,-950.0,-609.8129541444566,479.0015362663022,-1219,3285,424.0,-1024.0
346,s0670_0000,-947.0,-608.5393494229771,495.2344066852634,-1052,3151,534.0,-1021.0
347,s1391_0000,-924.0,-570.0569268472452,483.86429002064193,-1140,3240,487.0,-1024.0
348,s0298_0000,-1000.0,-671.5696647076668,477.1378260261515,-1283,3599,496.0,-1024.0
349,s0070_0000,-935.0,-641.070773854245,479.7793409621647,-1049,2685,561.0,-1022.0
350,s1069_0000,-765.0,-491.79169019753436,495.3034598874444,-1043,1682,659.0,-1020.0
351,s1178_0000,-994.0,-719.7979682031031,426.9484947726401,-1426,3835,305.0,-1024.0
352,s0256_0000,-889.0,-518.5670639481597,496.57007136246233,-1324,2348,475.0,-1027.0
353,s0334_0000,-951.0,-575.6411486993115,489.80388793042107,-1338,3248,467.0,-1025.0
354,s0846_0000,-105.0,-288.32732923234653,530.1806594475041,-1033,1292,669.0,-946.0
355,s0381_0000,-145.0,-387.2308763891495,480.0930923059437,-1242,2255,838.0,-1041.0
356,s1262_0000,-159.0,-460.78586563550397,500.1383047355464,-1245,3447,616.0,-1026.0
357,s0819_0000,-139.0,-350.12088461678,510.0938573756746,-1639,3859,1368.0,-1043.0
358,s1049_0000,-844.0,-549.2305298472734,484.99707235034236,-1234,1583,502.0,-1026.0
359,s0633_0000,-926.0,-558.2236574355668,504.3933319437514,-1059,3256,1023.0,-1024.0
360,s0977_0000,-958.0,-679.5310363362557,485.64381697419594,-1138,3479,763.0,-1025.0
361,s0555_0000,-122.0,-444.2327156207651,468.57978332046014,-1140,3259,332.0,-1024.0
362,s1105_0000,-872.0,-540.6102649086413,508.0217811029562,-1317,3349,589.0,-1024.0
363,s0363_0000,-896.0,-590.5293405739491,477.25823672163193,-1108,3308,546.0,-1022.0
364,s0731_0000,-923.0,-585.4245215757742,477.6957426567568,-1117,3232,528.0,-1024.0
365,s1236_0000,-959.0,-661.3382872258962,451.6156854314424,-1142,2156,310.0,-1024.0
366,s0925_0000,-821.0,-498.633510223427,523.6272167773477,-1031,2865,920.0,-1019.0
367,s1348_0000,-866.0,-522.6567120733749,493.4824175041524,-1046,1564,546.0,-1022.0
368,s1226_0000,-848.0,-562.8907440622945,467.9145202815069,-1050,3406,480.0,-1024.0
369,s1203_0000,-70.0,-184.11419261765,413.06411870083815,-1670,3740,1031.0,-1034.0
370,s1114_0000,-964.0,-637.0308056100921,483.43616227469164,-1092,2795,669.0,-1024.0
371,s1005_0000,-19.0,-97.63081017409135,348.71365263852243,-1218,3107,1020.0,-1024.0
372,s0260_0000,-1000.0,-718.8040934514031,446.3951172546215,-1196,1536,295.0,-1024.0
373,s1342_0000,-954.0,-630.4632205236378,479.7102298077894,-1228,1546,508.0,-1027.0
374,s1354_0000,-978.0,-698.6653854411873,453.65200785991675,-1434,3641,489.0,-1025.0
375,s0877_0000,-794.0,-508.5386867335,527.3216614127492,-1260,3321,850.0,-1031.0
376,s0938_0000,-221.0,-476.1117929524751,487.8596391521176,-1253,3284,645.0,-1024.0
377,s1317_0000,-470.0,-466.0257669517365,453.5848261523792,-1101,2824,398.0,-1024.0
378,s0220_0000,-907.0,-586.9738109169558,482.15298065074273,-1260,1934,456.0,-1048.0
379,s0365_0000,-702.0,-489.4931781468822,492.4729908403339,-1080,3331,630.0,-1024.0
380,s0299_0000,-992.0,-663.8924826082697,467.55662219954087,-1106,3229,248.0,-1028.0
381,s0140_0000,-962.0,-595.7830595585173,532.8610976828065,-1278,3321,1441.0,-1025.0
382,s0178_0000,-925.0,-548.4852676759713,488.1031301370664,-1046,1441,456.0,-1024.0
383,s1177_0000,-60.0,-309.37546987869365,588.8029455087327,-1406,2673,1450.0,-1129.0
384,s0099_0000,-33.0,-275.2503986068801,516.0749215867341,-1032,1883,1314.0,-1024.0
385,s0360_0000,-953.0,-652.008408015736,462.1011127330991,-1213,2202,558.0,-1033.0
386,s0709_0000,-120.0,-399.0438807325325,494.8004492990412,-1078,3257,627.0,-1026.0
387,s0100_0000,-10.0,-216.5496651200947,545.5606025330702,-1029,2190,1504.0,-1021.0
388,s0765_0000,-930.0,-598.5079835170728,487.7118666365265,-1145,3378,629.0,-1019.0
389,s1165_0000,-54.0,-109.85124367342391,319.4681994221941,-1156,2036,820.0,-997.0
390,s0219_0000,-500.0,-466.5972529430764,454.51140050046916,-1133,1765,526.0,-1031.0
391,s0240_0000,-949.0,-672.2522791722653,464.0304654255092,-1260,3605,603.0,-1027.0
392,s1247_0000,-909.0,-1023.4544711693392,1133.6501260585526,-3665,3408,597.0,-3039.0
393,s1083_0000,-128.0,-396.0071200980392,509.99022031670194,-1610,2985,661.0,-1027.0
394,s0625_0000,-103.0,-398.1417017390509,479.0605579157843,-1391,1888,498.0,-1024.0
395,s1220_0000,-984.0,-642.7768997216385,499.9520810144594,-1042,3264,777.0,-1023.0
396,s0681_0000,-255.0,-410.5475622077207,504.91853727248565,-1517,3607,874.0,-1032.0
397,s1185_0000,-822.0,-500.58442521947694,557.9736397839941,-1400,3097,1123.0,-1028.0
398,s0218_0000,-951.0,-651.0385908194096,482.99174553814254,-1284,2668,629.0,-1035.0
399,s0607_0000,-938.0,-585.3475429595633,488.9514831802548,-1070,3180,506.0,-1024.0
400,s1271_0000,-914.0,-609.2094751376492,464.82242781019346,-1085,2376,341.0,-1023.0
401,s0085_0000,-76.0,-162.33008966861598,290.86831612105976,-1025,1101,426.0,-885.1299999999992
402,s0600_0000,-516.0,-456.67657171220844,520.0742625908579,-1061,1603,777.0,-1022.0
403,s0043_0000,-953.0,-575.1830080639877,534.8113946396334,-1504,1865,1151.0,-1035.0
404,s1231_0000,-960.0,-610.2487797833975,516.1419331554602,-1033,3130,1024.0,-1017.0
405,s0130_0000,12.0,-159.2835584041496,487.36202273963664,-1358,2708,1393.0,-1023.0
406,s1225_0000,-775.0,-491.9882190373373,493.6763200595255,-1276,3423,754.0,-1024.0
407,s0563_0000,32.0,-39.09965829083476,355.5162568359109,-1267,3226,1032.0,-1024.0
408,s0899_0000,-946.0,-644.3176138401226,473.4475872203794,-1321,3479,569.0,-1024.0
409,s0717_0000,-116.0,-377.5898156057897,494.7044267879027,-1503,3677,761.0,-1023.0
410,s0270_0000,-974.0,-663.8873972477576,463.6312629425923,-1223,3121,405.0,-1025.0
411,s0341_0000,-778.0,-484.18713113862486,508.45230645825757,-1039,1879,568.0,-1024.0
412,s0798_0000,-838.0,-500.7037561565795,534.0152893603542,-2533,16724,859.0,-1213.0
413,s0916_0000,-931.0,-1057.5661213928415,1857.6358556365838,-9698,2019,436.0,-8192.0
414,s0519_0000,-932.0,-586.1627803099076,477.86510668205824,-1151,3235,464.0,-1024.0
415,s0749_0000,-129.0,-448.19494541278334,486.07901547672503,-1248,3233,506.0,-1024.0
416,s0356_0000,-206.0,-307.36987087827697,526.7283092317756,-1062,2230,841.0,-947.0
417,s0030_0000,-780.0,-524.0470896533596,482.2735234990398,-1211,3206,557.0,-1024.0
418,s1283_0000,-560.0,-508.5419347864669,470.9321799179546,-1155,1587,524.0,-1024.0
419,s1380_0000,-994.0,-793.2268704678868,406.71800185635743,-1308,3530,600.0,-1025.0
420,s0647_0000,-28.0,-34.84390888208523,251.13662969023258,-1269,1573,838.0,-1024.0
421,s0648_0000,-110.0,-308.6848906588253,427.9530573283832,-1259,3089,503.0,-1024.0
422,s1052_0000,-156.0,-435.1175135772604,503.91619629996626,-1346,3451,766.0,-1025.0
423,s0821_0000,-825.0,-531.321212505542,484.1094696685888,-1526,3689,683.0,-1036.0
424,s0610_0000,-982.0,-681.7117811151564,494.73804652939083,-1190,3353,1197.0,-1027.0
425,s0622_0000,-991.0,-650.8985640460613,513.6424679849441,-1637,3614,1084.0,-1027.0
426,s0330_0000,-945.0,-609.1758104808415,463.8617711759049,-1190,2962,209.0,-1025.0
427,s0194_0000,-815.0,-495.3306134256723,498.8513400941614,-1055,1623,571.0,-1022.0
428,s0649_0000,-913.0,-557.8626144975832,485.7003084983877,-1045,2688,586.0,-1024.0
429,s1330_0000,-102.0,-375.1032571367945,496.75226286270725,-1379,3230,574.0,-1027.0
430,s1006_0000,-841.0,-522.2636538924293,479.3400167283878,-1295,3343,610.0,-1024.0
431,s0664_0000,-997.0,-712.4428749805111,449.4015790558012,-1192,3592,408.0,-1024.0
432,s0400_0000,-904.0,-516.6882624521073,538.4399708882955,-1352,2198,1336.0,-1024.0
433,s0493_0000,-956.0,-528.6145729945791,548.6568812723493,-1487,2023,1088.0,-1024.0
434,s0575_0000,-956.0,-544.4147675937343,575.1112835591327,-1026,1972,1292.7700000000186,-1009.0
435,s0752_0000,-102.0,-363.32037597825615,474.4677597897842,-1190,3612,548.0,-1024.0
436,s0767_0000,-691.0,-486.30858841020364,491.67401754928085,-1064,2966,615.0,-1024.0
437,s0695_0000,-188.0,-346.3560419656555,484.5984334727525,-1268,3442,824.0,-1039.0
438,s0098_0000,-62.0,-268.7589408215077,449.58690082439585,-1123,1487,539.0,-1026.0
439,s1364_0000,-937.0,-600.9321225856527,498.82584079864336,-1269,3485,650.0,-1023.0
440,s1288_0000,-844.0,-548.3085395174382,496.7218282608084,-1254,3313,378.0,-1026.0
441,s0342_0000,-93.0,-315.95412462618555,463.78810101290054,-1074,1500,617.0,-1021.0
442,s1385_0000,-923.0,-530.4653044260355,500.6125274687549,-1096,3285,656.0,-1024.0
443,s0566_0000,-113.0,-443.4082534517458,507.845393843014,-1061,1718,570.0,-1024.0
444,s0624_0000,-111.0,-369.07564237161387,476.17408889816994,-1455,3522,690.0,-1029.0
445,s1056_0000,-986.0,-690.8305541365244,536.2956646741133,-1048,2205,1510.0,-1024.0
446,s1132_0000,-843.0,-963.7607071819764,1143.3783639725357,-3647,3750,709.0,-3040.0
447,s1022_0000,-105.0,-407.4871449475725,499.3959050626748,-1669,3702,637.0,-1024.0
448,s0165_0000,-927.0,-602.8881018890216,472.1644141488249,-1247,1621,428.0,-1029.0
449,s0991_0000,-651.0,-546.5187119717207,983.56598461668,-9172,9946,711.0,-8192.0
450,s1179_0000,17.0,-36.03181440228951,353.84651348754505,-1052,2742,855.0,-973.0
451,s0943_0000,-1008.0,-691.2113126952389,482.7207023504981,-1574,3726,637.0,-1026.0
452,s0605_0000,-910.0,-556.9657966464679,500.69622798531157,-1172,3155,643.0,-1024.0
453,s0686_0000,-120.0,-453.4242212334345,475.7065701921506,-1046,1805,448.0,-1024.0
454,s0521_0000,0.0,-136.14649950347567,427.22770222194146,-1277,1889,1041.0,-1012.0
455,s0517_0000,-906.0,-602.5363097561133,472.8229860842629,-1167,3370,453.0,-1024.0
456,s0982_0000,-104.0,-386.5052872704928,463.15961689768454,-1360,2921,485.0,-1024.0
457,s0616_0000,-995.0,-690.2090882988631,470.3915535759986,-1408,3195,589.0,-1024.0
458,s0042_0000,-813.0,-517.1905354381515,485.8420321379417,-1203,3273,492.0,-1024.0
459,s0223_0000,-887.0,-582.6356917296501,475.36722975960225,-1108,3269,483.0,-1026.0
460,s0147_0000,-946.0,-549.3157491249646,501.18699624279753,-1128,1634,407.0,-1025.0
461,s1045_0000,-953.0,-581.3512358267395,511.60492278279037,-1090,2780,904.0,-1024.0
462,s0232_0000,-108.0,-396.5086029491163,497.8108022711137,-1353,3486,765.0,-1023.0
463,s0805_0000,-113.0,-363.6552283695141,465.63845036605335,-1315,2930,626.0,-1026.0
464,s1138_0000,-937.0,-588.0332848364653,575.4037475191718,-1453,3743,1890.0,-1041.0
465,s0513_0000,-953.0,-630.1259684514933,487.1731959514789,-1433,3612,374.0,-1024.0
466,s0457_0000,-208.0,-434.96267271852156,477.6200944288726,-1220,2902,585.0,-1013.0
467,s0788_0000,-895.0,-551.6072476071578,477.0525700494244,-1067,3065,556.0,-1023.0
468,s0327_0000,-70.0,-312.0649368089127,469.0805049162059,-1347,3472,589.0,-1023.0
469,s0053_0000,-969.0,-623.3403586630947,474.33509458835846,-1208,1421,395.0,-1024.0
470,s0768_0000,-81.0,-331.6024584828042,482.641827544829,-1118,1493,536.0,-1027.0
471,s0720_0000,-143.0,-489.6265412168412,486.5251009861249,-1238,3071,531.0,-1024.0
472,s0022_0000,-947.0,-580.9560243608158,488.2163459105972,-1238,1686,450.0,-1024.0
473,s0548_0000,-97.0,-362.41051288654205,478.1224803473029,-1183,3296,495.0,-1024.0
474,s1387_0000,-882.0,-538.9947727289184,480.6766280153105,-1179,3239,425.0,-1024.0
475,s0248_0000,-976.0,-715.5958292253043,446.5930782977344,-1427,3861,397.0,-1034.0
476,s0510_0000,-154.0,-405.0389808111578,475.64831761656274,-1155,3295,591.0,-1033.0
477,s0293_0000,-461.0,-478.04978675911855,496.3905798778924,-1050,2681,563.0,-1023.0
478,s0930_0000,-821.0,-492.46386725778626,721.2098991353112,-9237,5050,967.0,-1100.0
479,s0222_0000,-864.0,-516.8994852338745,482.56761945340236,-1287,2248,386.0,-1024.0
480,s1329_0000,-833.0,-562.0976109944276,479.21912772570494,-1136,3144,453.0,-1027.0
481,s1278_0000,-775.0,-512.6509584820756,473.77266016027295,-1172,3457,400.0,-1024.0
482,s0364_0000,-714.0,-479.13747787998045,497.429696613805,-1116,1641,817.0,-1029.0
483,s0770_0000,-153.0,-402.23015003640853,516.0000439691972,-2034,8508,889.0,-1181.0
484,s1201_0000,-99.0,-369.78420384160796,474.90852162792237,-1146,3529,593.0,-1024.0
485,s0883_0000,-89.0,-271.5070339185069,496.1249818674457,-1233,3280,866.0,-1024.0
486,s0410_0000,-952.0,-485.1174843208631,608.8728635830015,-1038,3148,1539.0,-1024.0
487,s0471_0000,-120.0,-422.26326868037387,472.4390633945514,-1069,3384,398.0,-1023.0
488,s0522_0000,-847.0,-531.8128382432477,483.3309039281559,-1059,2041,597.0,-1024.0
489,s0079_0000,-988.0,-615.9518259437356,511.5159016361838,-1403,1881,854.0,-1038.0
490,s0343_0000,-869.0,-525.7618959200328,488.4596382980768,-1187,3344,407.0,-1029.0
491,s0378_0000,-133.0,-297.87964079258245,478.9567816490012,-1161,3118,1016.0,-1032.0
492,s1012_0000,-927.0,-588.4172106887023,479.8980730408679,-1054,3174,431.0,-1024.0
493,s1031_0000,-973.0,-661.2007695969453,476.21717849929604,-1062,2688,662.0,-1024.0
494,s0645_0000,-115.0,-291.42964822212844,443.90305016630174,-1197,3526,696.0,-1041.0
495,s1196_0000,-113.0,-302.5828707760103,417.12249746106085,-1101,1922,337.0,-1023.0
496,s0000_0000,-850.0,-515.3862515676661,503.87760294364926,-1051,1712,927.0,-1024.0
497,s0714_0000,-778.0,-506.24357562881653,482.59748460346725,-1212,1794,538.0,-1037.0
498,s0660_0000,-949.0,-630.1995429564173,527.7364126095691,-1512,3605,1428.0,-1052.0
499,s1067_0000,-918.0,-588.1415350963291,490.31980766061014,-1051,2513,643.0,-1020.0
500,s0896_0000,-991.0,-701.0305261372804,457.5110474983041,-1055,1512,584.0,-1024.0
501,s0756_0000,-113.0,-320.669287626021,591.8400417110497,-1175,3188,1979.0,-1032.0
502,s0651_0000,-998.0,-647.334473670649,476.39347958960826,-1050,1261,332.0,-1024.0
503,s0700_0000,-52.0,-148.59288638771187,351.4918378143155,-1264,1849,789.0,-1023.0
504,s1349_0000,-710.0,-488.4156480211078,497.1284281707627,-1096,3264,612.0,-1024.0
505,s0776_0000,-22.0,-101.48976832088114,347.56579031974735,-1113,2123,966.0,-1010.0
506,s0172_0000,37.0,-34.60481018126405,416.8422061687657,-1040,3163,1279.0,-1022.0
507,s1277_0000,-938.0,-658.0646242161855,481.033783785126,-1172,3534,710.0,-1026.0
508,s0606_0000,-949.0,-631.1445400139271,479.2742389862822,-1218,3364,626.0,-1026.0
509,s0320_0000,-930.0,-572.3795087858751,481.2347260142994,-1227,3572,500.0,-1024.0
510,s0901_0000,-675.0,-432.63792742067346,519.388518612181,-1053,3153,708.0,-1021.0
511,s0431_0000,-841.0,-517.1969123404256,495.52703754082864,-1149,3448,451.0,-1024.0
512,s0275_0000,-944.0,-558.4944825412341,498.02104256657975,-1186,2608,601.0,-1024.0
513,s1110_0000,-845.0,-537.6787215959548,494.14570351818503,-1187,3446,657.0,-1025.0
514,s0974_0000,-953.0,-654.5081851834074,512.6863316844004,-1567,3539,1439.0,-1046.0
515,s0608_0000,-128.0,-391.1498346123429,458.87096762802486,-1075,3193,652.0,-1022.0
516,s1316_0000,-956.0,-1076.7010895485103,1111.3882726398076,-3322,3431,576.0,-3027.0
517,s0301_0000,-86.0,-304.12561141198216,522.0030543435192,-1254,3248,1400.0,-1027.0
518,s1257_0000,-248.0,-452.46871247667286,514.9474738967047,-1221,3451,591.0,-1023.0
519,s0646_0000,-1020.0,-695.9709835095138,486.1710925548726,-1309,3474,506.0,-1026.0
520,s1146_0000,-899.0,-1014.9375279542527,1147.6158722163314,-3651,3581,711.0,-3037.0
521,s0245_0000,-912.0,-565.0472498218268,494.5307307176469,-1578,3577,744.0,-1029.0
522,s1013_0000,-167.0,-458.99673598185035,508.45879150737,-1749,3452,664.0,-1026.0
523,s0880_0000,-947.0,-621.846638647907,475.21407834054617,-1267,3641,414.0,-1024.0
524,s1303_0000,-86.0,-285.7701646142034,521.5648039830088,-1462,3659,1476.0,-1033.0
525,s0601_0000,-835.0,-482.0310425609517,520.6844410777559,-1204,2326,807.0,-1049.0
526,s1224_0000,-800.0,-505.04122130209447,495.438312452301,-1231,3432,558.0,-1024.0
527,s0769_0000,-940.0,-662.5484362318493,462.5957403700745,-1144,3388,704.0,-1024.0
528,s0908_0000,-811.0,-528.6881840972518,480.4635552600164,-1405,3630,522.0,-1024.0
529,s0277_0000,-940.0,-554.9324111227246,516.4945103339757,-1418,3413,840.0,-1031.0
530,s1175_0000,-971.0,-707.0513455792619,439.20556098171113,-1099,1465,427.0,-1024.0
531,s0133_0000,-945.0,-592.0757804950758,488.9694861788205,-1243,2447,627.0,-1026.0
532,s0775_0000,-117.0,-342.5094961001642,504.15262234868993,-2542,11481,901.0,-1173.0
533,s0685_0000,-144.0,-451.7148383780195,490.0541828611691,-1096,1843,568.0,-1024.0
534,s0976_0000,-89.0,-416.2234252221366,867.0515117637925,-9210,5766,987.0,-8192.0
535,s1125_0000,-946.0,-604.6613190225196,523.5342708462894,-1427,3514,849.0,-1024.0
536,s0139_0000,-961.0,-638.2133084049409,483.5190837468599,-1384,3447,544.0,-1031.0
537,s0915_0000,-923.0,-587.7278238098338,487.48845120049015,-1149,3505,410.0,-1023.0
538,s0407_0000,-344.0,-420.5636061218487,499.774848997114,-1207,3446,820.0,-1037.0
539,s0036_0000,-83.0,-236.37855646851133,490.6175194521475,-1164,2852,1484.0,-1034.0
540,s0740_0000,-49.0,-182.61725786291498,408.22532140756573,-1127,1813,891.0,-1024.0
541,s1405_0000,-439.0,-485.14551487165886,487.94531576437316,-1179,3262,525.0,-1024.0
542,s0292_0000,-936.0,-512.6817509569655,575.4906793663708,-1075,3220,1385.0,-1024.0
543,s0204_0000,-112.0,-409.8614752262709,476.13697221050614,-1175,1418,499.0,-1026.0
544,s0845_0000,-114.0,-313.4711561079303,480.26194855445146,-1308,2299,910.0,-1024.0
545,s0229_0000,-899.0,-569.2447072215593,542.9937619823082,-1693,3864,2257.0,-1046.0
546,s0603_0000,-943.0,-573.8033150701062,475.0597502529111,-1077,1652,459.0,-1024.0
547,s0785_0000,-317.0,-450.29653644966675,511.0921861591553,-1252,8589,706.0,-1049.0
548,s0181_0000,-882.0,-576.2872014865601,470.762402268411,-1096,1597,437.0,-1024.0
549,s0593_0000,-958.0,-630.0057967180945,475.6642335293334,-1261,3564,516.0,-1024.0
550,s1397_0000,-972.0,-682.3261557179787,471.207228322342,-1507,3548,855.0,-1024.0
551,s0108_0000,-909.0,-537.3768078730038,489.3292472285317,-1290,2024,507.0,-1025.0
552,s0458_0000,-122.0,-415.7279432266021,489.7178341492636,-1473,3503,639.0,-1023.0
553,s0131_0000,-110.0,-430.8789094804744,495.4221455166805,-1130,2150,571.0,-1024.0
554,s1252_0000,-122.0,-438.17794008134274,493.79521016148436,-1048,1984,700.0,-1024.0
555,s0661_0000,-954.0,-638.8591656653165,479.56107790024987,-1662,3930,535.0,-1024.0
556,s1297_0000,-866.0,-541.1092170911263,483.715340474178,-1109,3113,664.0,-1022.0
557,s0583_0000,-122.0,-434.3828187660551,482.47747932478615,-1172,3684,506.0,-1019.0
558,s0557_0000,-101.0,-373.49872003366886,488.8482778416973,-1364,3189,676.0,-1024.0
559,s0168_0000,-869.0,-514.7857660445617,499.2715733862459,-1038,1414,447.0,-1013.0
560,s1340_0000,-914.0,-1039.3890011390001,1135.3667630703821,-3599,3583,756.0,-3043.0
561,s1222_0000,-921.0,-546.1717014124102,501.61189875994796,-1100,1691,747.0,-1024.0
562,s0135_0000,-954.0,-659.4972988600197,457.8748815731167,-1231,2739,317.0,-1033.0
563,s0995_0000,-930.0,-632.7273022362143,463.24668427077785,-1143,1506,389.0,-1024.0
564,s0461_0000,-957.0,-640.9958427431044,488.74545579920846,-1061,3046,707.0,-1024.0
565,s1327_0000,-846.0,-523.4141291086993,507.25269028933593,-1432,3435,635.0,-1029.0
566,s0892_0000,-130.0,-414.05130255254295,495.2632026372933,-1384,3390,625.0,-1027.0
567,s0675_0000,-928.0,-618.6517352158392,466.1136797525276,-1570,3884,392.0,-1026.0
568,s1401_0000,-918.0,-516.5041993276872,510.4234478977088,-1047,1772,850.0,-1023.0
569,s1382_0000,-941.0,-595.137229171182,493.4871209740185,-1242,3504,518.0,-1024.0
570,s0019_0000,-124.0,-414.7875399424508,493.12634462053643,-1551,3683,534.0,-1025.0
571,s0924_0000,-119.0,-460.1001854194061,483.59078671134466,-1199,3369,503.0,-1024.0
572,s0261_0000,-936.0,-522.8986037306495,515.8557032124066,-1045,1535,613.0,-1021.0
573,s0380_0000,-933.0,-581.229839705067,490.5414137608696,-1157,3394,598.0,-1024.0
574,s0238_0000,-76.0,-302.96624367647365,483.8867059002035,-1257,3381,710.0,-1021.0
575,s1359_0000,-99.0,-388.63221105789256,511.0400151474219,-1045,1739,1231.0,-1023.0
576,s0612_0000,-897.0,-562.2489422977757,477.38594700720694,-1169,3252,517.0,-1024.0
577,s0213_0000,-898.0,-536.3593922041742,512.0811061687256,-1250,1438,353.0,-1045.0
578,s0993_0000,-963.0,-480.4724164025794,637.241105480418,-1042,3250,1728.0,-1024.0
